seed,score,lost
9101744,12,False
9101745,11,False
9101746,13,False
9101747,14,False
9101748,9,False
9101749,9,False
9101750,14,False
9101751,11,False
9101752,12,False
9101753,14,False
9101754,13,False
9101755,11,False
9101756,12,False
9101757,11,False
9101758,10,False
9101759,16,False
9101760,11,False
9101761,12,False
9101762,13,False
9101763,9,False
9101764,12,False
9101765,10,False
9101766,12,False
9101767,12,False
9101768,12,False
9101769,11,False
9101770,12,False
9101771,12,False
9101772,12,False
9101773,13,False
9101774,9,False
9101775,14,False
9101776,12,False
9101777,11,False
9101778,12,False
9101779,15,False
9101780,11,False
9101781,10,False
9101782,10,False
9101783,11,False
9101784,8,False
9101785,12,False
9101786,14,False
9101787,12,False
9101788,16,False
9101789,13,False
9101790,14,False
9101791,13,False
9101792,14,False
9101793,11,False
9101794,14,False
9101795,13,False
9101796,11,False
9101797,14,False
9101798,8,False
9101799,16,False
9101800,12,False
9101801,14,False
9101802,13,False
9101803,12,False
9101804,14,False
9101805,12,False
9101806,12,False
9101807,14,False
9101808,9,False
9101809,12,False
9101810,12,False
9101811,12,False
9101812,11,False
9101813,10,False
9101814,14,False
9101815,12,False
9101816,8,False
9101817,13,False
9101818,13,False
9101819,10,False
9101820,11,False
9101821,10,False
9101822,16,False
9101823,10,False
9101824,10,False
9101825,12,False
9101826,14,False
9101827,12,False
9101828,14,False
9101829,13,False
9101830,18,False
9101831,10,False
9101832,14,False
9101833,10,False
9101834,12,False
9101835,12,False
9101836,8,False
9101837,14,False
9101838,11,False
9101839,14,False
9101840,12,False
9101841,12,False
9101842,10,False
9101843,9,False
9101844,13,False
9101845,8,False
9101846,12,False
9101847,10,False
9101848,9,False
9101849,12,False
9101850,12,False
9101851,11,False
9101852,14,False
9101853,13,False
9101854,11,False
9101855,16,False
9101856,12,False
9101857,14,False
9101858,12,False
9101859,14,False
9101860,12,False
9101861,12,False
9101862,11,False
9101863,12,False
9101864,10,False
9101865,14,False
9101866,15,False
9101867,16,False
9101868,14,False
9101869,12,False
9101870,15,False
9101871,16,False
9101872,10,False
9101873,13,False
9101874,9,False
9101875,12,False
9101876,14,False
9101877,12,False
9101878,11,False
9101879,12,False
9101880,12,False
9101881,14,False
9101882,9,False
9101883,12,False
9101884,12,False
9101885,12,False
9101886,12,False
9101887,16,False
9101888,12,False
9101889,14,False
9101890,11,False
9101891,12,False
9101892,10,False
9101893,11,False
9101894,13,False
9101895,13,False
9101896,11,False
9101897,16,False
9101898,13,False
9101899,8,False
9101900,14,False
9101901,12,False
9101902,12,False
9101903,13,False
9101904,10,False
9101905,12,False
9101906,11,False
9101907,17,False
9101908,14,False
9101909,10,False
9101910,10,False
9101911,11,False
9101912,13,False
9101913,12,False
9101914,14,False
9101915,14,False
9101916,10,False
9101917,13,False
9101918,16,False
9101919,10,False
9101920,10,False
9101921,11,False
9101922,10,False
9101923,11,False
9101924,12,False
9101925,10,False
9101926,12,False
9101927,12,False
9101928,11,False
9101929,12,False
9101930,14,False
9101931,12,False
9101932,12,False
9101933,10,False
9101934,12,False
9101935,12,False
9101936,14,False
9101937,10,False
9101938,12,False
9101939,14,False
9101940,11,False
9101941,12,False
9101942,13,False
9101943,12,False
9101944,14,False
9101945,12,False
9101946,12,False
9101947,11,False
9101948,13,False
9101949,11,False
9101950,16,False
9101951,11,False
9101952,16,False
9101953,14,False
9101954,12,False
9101955,16,False
9101956,10,False
9101957,14,False
9101958,8,False
9101959,12,False
9101960,9,False
9101961,14,False
9101962,8,False
9101963,14,False
9101964,12,False
9101965,16,False
9101966,14,False
9101967,8,False
9101968,14,False
9101969,14,False
9101970,13,False
9101971,11,False
9101972,13,False
9101973,14,False
9101974,16,False
9101975,10,False
9101976,12,False
9101977,10,False
9101978,13,False
9101979,10,False
9101980,11,False
9101981,12,False
9101982,13,False
9101983,10,False
9101984,12,False
9101985,13,False
9101986,14,False
9101987,14,False
9101988,12,False
9101989,10,False
9101990,15,False
9101991,14,False
9101992,14,False
9101993,13,False
9101994,13,False
9101995,10,False
9101996,9,False
9101997,8,False
9101998,10,False
9101999,9,False
9102000,8,False
9102001,10,False
9102002,13,False
9102003,12,False
9102004,11,False
9102005,12,False
9102006,12,False
9102007,16,False
9102008,14,False
9102009,11,False
9102010,10,False
9102011,13,False
9102012,10,False
9102013,12,False
9102014,11,False
9102015,12,False
9102016,11,False
9102017,11,False
9102018,12,False
9102019,9,False
9102020,11,False
9102021,10,False
9102022,12,False
9102023,13,False
9102024,12,False
9102025,13,False
9102026,14,False
9102027,12,False
9102028,8,False
9102029,12,False
9102030,13,False
9102031,15,False
9102032,14,False
9102033,11,False
9102034,12,False
9102035,14,False
9102036,14,False
9102037,13,False
9102038,14,False
9102039,14,False
9102040,14,False
9102041,14,False
9102042,11,False
9102043,10,False
9102044,14,False
9102045,11,False
9102046,13,False
9102047,11,False
9102048,13,False
9102049,8,False
9102050,14,False
9102051,14,False
9102052,14,False
9102053,14,False
9102054,12,False
9102055,10,False
9102056,12,False
9102057,10,False
9102058,10,False
9102059,12,False
9102060,11,False
9102061,11,False
9102062,13,False
9102063,14,False
9102064,9,False
9102065,10,False
9102066,14,False
9102067,12,False
9102068,11,False
9102069,13,False
9102070,11,False
9102071,12,False
9102072,14,False
9102073,12,False
9102074,12,False
9102075,7,False
9102076,14,False
9102077,14,False
9102078,11,False
9102079,9,False
9102080,10,False
9102081,12,False
9102082,14,False
9102083,12,False
9102084,14,False
9102085,16,False
9102086,8,False
9102087,12,False
9102088,12,False
9102089,9,False
9102090,11,False
9102091,8,False
9102092,13,False
9102093,12,False
9102094,11,False
9102095,13,False
9102096,13,False
9102097,12,False
9102098,10,False
9102099,11,False
9102100,10,False
9102101,12,False
9102102,10,False
9102103,12,False
9102104,13,False
9102105,14,False
9102106,13,False
9102107,12,False
9102108,11,False
9102109,14,False
9102110,12,False
9102111,15,False
9102112,13,False
9102113,12,False
9102114,9,False
9102115,9,False
9102116,12,False
9102117,11,False
9102118,18,False
9102119,10,False
9102120,10,False
9102121,9,False
9102122,14,False
9102123,12,False
9102124,11,False
9102125,13,False
9102126,14,False
9102127,10,False
9102128,10,False
9102129,14,False
9102130,11,False
9102131,10,False
9102132,12,False
9102133,10,False
9102134,10,False
9102135,16,False
9102136,12,False
9102137,8,False
9102138,12,False
9102139,10,False
9102140,12,False
9102141,14,False
9102142,16,False
9102143,13,False
9102144,12,False
9102145,14,False
9102146,8,False
9102147,8,False
9102148,12,False
9102149,14,False
9102150,16,False
9102151,12,False
9102152,12,False
9102153,14,False
9102154,9,False
9102155,12,False
9102156,10,False
9102157,11,False
9102158,10,False
9102159,12,False
9102160,9,False
9102161,13,False
9102162,11,False
9102163,12,False
9102164,14,False
9102165,10,False
9102166,16,False
9102167,9,False
9102168,13,False
9102169,12,False
9102170,9,False
9102171,14,False
9102172,12,False
9102173,12,False
9102174,16,False
9102175,14,False
9102176,10,False
9102177,10,False
9102178,12,False
9102179,11,False
9102180,14,False
9102181,13,False
9102182,14,False
9102183,12,False
9102184,10,False
9102185,10,False
9102186,10,False
9102187,12,False
9102188,14,False
9102189,12,False
9102190,12,False
9102191,14,False
9102192,10,False
9102193,12,False
9102194,12,False
9102195,9,False
9102196,12,False
9102197,16,False
9102198,12,False
9102199,12,False
9102200,12,False
9102201,12,False
9102202,12,False
9102203,12,False
9102204,10,False
9102205,14,False
9102206,10,False
9102207,11,False
9102208,11,False
9102209,13,False
9102210,12,False
9102211,10,False
9102212,10,False
9102213,12,False
9102214,10,False
9102215,9,False
9102216,13,False
9102217,11,False
9102218,13,False
9102219,10,False
9102220,16,False
9102221,9,False
9102222,16,False
9102223,14,False
9102224,13,False
9102225,10,False
9102226,10,False
9102227,12,False
9102228,10,False
9102229,11,False
9102230,14,False
9102231,12,False
9102232,11,False
9102233,14,False
9102234,14,False
9102235,12,False
9102236,12,False
9102237,14,False
9102238,10,False
9102239,12,False
9102240,12,False
9102241,13,False
9102242,10,False
9102243,10,False
9102244,10,False
9102245,12,False
9102246,13,False
9102247,12,False
9102248,14,False
9102249,13,False
9102250,10,False
9102251,11,False
9102252,10,False
9102253,13,False
9102254,12,False
9102255,13,False
9102256,12,False
9102257,12,False
9102258,12,False
9102259,10,False
9102260,8,False
9102261,10,False
9102262,12,False
9102263,12,False
9102264,14,False
9102265,12,False
9102266,12,False
9102267,10,False
9102268,12,False
9102269,9,False
9102270,9,False
9102271,10,False
9102272,11,False
9102273,12,False
9102274,11,False
9102275,12,False
9102276,12,False
9102277,12,False
9102278,12,False
9102279,14,False
9102280,11,False
9102281,12,False
9102282,12,False
9102283,9,False
9102284,9,False
9102285,12,False
9102286,12,False
9102287,10,False
9102288,14,False
9102289,11,False
9102290,14,False
9102291,14,False
9102292,10,False
9102293,12,False
9102294,13,False
9102295,12,False
9102296,12,False
9102297,10,False
9102298,13,False
9102299,13,False
9102300,12,False
9102301,14,False
9102302,13,False
9102303,12,False
9102304,12,False
9102305,12,False
9102306,14,False
9102307,16,False
9102308,11,False
9102309,12,False
9102310,14,False
9102311,8,False
9102312,7,False
9102313,12,False
9102314,14,False
9102315,8,False
9102316,14,False
9102317,12,False
9102318,12,False
9102319,14,False
9102320,11,False
9102321,12,False
9102322,10,False
9102323,12,False
9102324,14,False
9102325,10,False
9102326,12,False
9102327,14,False
9102328,8,False
9102329,12,False
9102330,7,False
9102331,11,False
9102332,13,False
9102333,9,False
9102334,12,False
9102335,13,False
9102336,13,False
9102337,12,False
9102338,14,False
9102339,12,False
9102340,13,False
9102341,10,False
9102342,16,False
9102343,11,False
9102344,11,False
9102345,13,False
9102346,14,False
9102347,13,False
9102348,12,False
9102349,9,False
9102350,12,False
9102351,11,False
9102352,12,False
9102353,12,False
9102354,11,False
9102355,12,False
9102356,9,False
9102357,10,False
9102358,14,False
9102359,12,False
9102360,12,False
9102361,13,False
9102362,9,False
9102363,13,False
9102364,13,False
9102365,12,False
9102366,10,False
9102367,12,False
9102368,11,False
9102369,10,False
9102370,12,False
9102371,12,False
9102372,14,False
9102373,11,False
9102374,12,False
9102375,16,False
9102376,12,False
9102377,12,False
9102378,12,False
9102379,9,False
9102380,16,False
9102381,14,False
9102382,9,False
9102383,16,False
9102384,12,False
9102385,14,False
9102386,13,False
9102387,9,False
9102388,12,False
9102389,10,False
9102390,12,False
9102391,12,False
9102392,10,False
9102393,16,False
9102394,12,False
9102395,10,False
9102396,12,False
9102397,14,False
9102398,14,False
9102399,9,False
9102400,12,False
9102401,15,False
9102402,13,False
9102403,13,False
9102404,14,False
9102405,16,False
9102406,14,False
9102407,10,False
9102408,11,False
9102409,16,False
9102410,13,False
9102411,10,False
9102412,12,False
9102413,14,False
9102414,13,False
9102415,14,False
9102416,11,False
9102417,12,False
9102418,12,False
9102419,16,False
9102420,12,False
9102421,12,False
9102422,12,False
9102423,10,False
9102424,16,False
9102425,12,False
9102426,16,False
9102427,14,False
9102428,12,False
9102429,8,False
9102430,16,False
9102431,12,False
9102432,14,False
9102433,10,False
9102434,7,False
9102435,12,False
9102436,10,False
9102437,14,False
9102438,11,False
9102439,14,False
9102440,12,False
9102441,9,False
9102442,9,False
9102443,14,False
9102444,14,False
9102445,12,False
9102446,11,False
9102447,17,False
9102448,14,False
9102449,13,False
9102450,14,False
9102451,11,False
9102452,14,False
9102453,13,False
9102454,12,False
9102455,10,False
9102456,11,False
9102457,8,False
9102458,16,False
9102459,14,False
9102460,10,False
9102461,12,False
9102462,12,False
9102463,10,False
9102464,14,False
9102465,12,False
9102466,10,False
9102467,12,False
9102468,10,False
9102469,12,False
9102470,10,False
9102471,10,False
9102472,12,False
9102473,12,False
9102474,12,False
9102475,11,False
9102476,14,False
9102477,11,False
9102478,10,False
9102479,15,False
9102480,12,False
9102481,14,False
9102482,12,False
9102483,12,False
9102484,11,False
9102485,10,False
9102486,11,False
9102487,14,False
9102488,12,False
9102489,8,False
9102490,16,False
9102491,14,False
9102492,12,False
9102493,15,False
9102494,12,False
9102495,11,False
9102496,11,False
9102497,13,False
9102498,9,False
9102499,12,False
9102500,9,False
9102501,13,False
9102502,13,False
9102503,14,False
9102504,12,False
9102505,13,False
9102506,14,False
9102507,11,False
9102508,12,False
9102509,10,False
9102510,13,False
9102511,13,False
9102512,14,False
9102513,8,False
9102514,10,False
9102515,18,False
9102516,13,False
9102517,16,False
9102518,12,False
9102519,14,False
9102520,10,False
9102521,12,False
9102522,12,False
9102523,10,False
9102524,10,False
9102525,12,False
9102526,11,False
9102527,12,False
9102528,16,False
9102529,12,False
9102530,11,False
9102531,12,False
9102532,13,False
9102533,10,False
9102534,12,False
9102535,11,False
9102536,15,False
9102537,12,False
9102538,12,False
9102539,14,False
9102540,13,False
9102541,11,False
9102542,14,False
9102543,11,False
9102544,13,False
9102545,13,False
9102546,9,False
9102547,16,False
9102548,10,False
9102549,14,False
9102550,11,False
9102551,12,False
9102552,14,False
9102553,14,False
9102554,11,False
9102555,12,False
9102556,11,False
9102557,13,False
9102558,12,False
9102559,12,False
9102560,12,False
9102561,14,False
9102562,14,False
9102563,10,False
9102564,11,False
9102565,12,False
9102566,14,False
9102567,14,False
9102568,12,False
9102569,15,False
9102570,14,False
9102571,12,False
9102572,13,False
9102573,14,False
9102574,10,False
9102575,16,False
9102576,12,False
9102577,14,False
9102578,14,False
9102579,13,False
9102580,12,False
9102581,9,False
9102582,13,False
9102583,11,False
9102584,8,False
9102585,8,False
9102586,11,False
9102587,12,False
9102588,14,False
9102589,14,False
9102590,10,False
9102591,11,False
9102592,13,False
9102593,12,False
9102594,16,False
9102595,14,False
9102596,13,False
9102597,9,False
9102598,14,False
9102599,15,False
9102600,9,False
9102601,12,False
9102602,13,False
9102603,12,False
9102604,10,False
9102605,14,False
9102606,11,False
9102607,13,False
9102608,12,False
9102609,14,False
9102610,16,False
9102611,16,False
9102612,13,False
9102613,12,False
9102614,11,False
9102615,10,False
9102616,13,False
9102617,12,False
9102618,8,False
9102619,12,False
9102620,10,False
9102621,10,False
9102622,13,False
9102623,12,False
9102624,13,False
9102625,14,False
9102626,14,False
9102627,10,False
9102628,11,False
9102629,14,False
9102630,16,False
9102631,9,False
9102632,10,False
9102633,13,False
9102634,14,False
9102635,14,False
9102636,18,False
9102637,12,False
9102638,14,False
9102639,10,False
9102640,11,False
9102641,12,False
9102642,8,False
9102643,11,False
9102644,12,False
9102645,14,False
9102646,10,False
9102647,10,False
9102648,11,False
9102649,14,False
9102650,12,False
9102651,14,False
9102652,13,False
9102653,12,False
9102654,8,False
9102655,14,False
9102656,12,False
9102657,8,False
9102658,11,False
9102659,14,False
9102660,14,False
9102661,14,False
9102662,11,False
9102663,10,False
9102664,9,False
9102665,12,False
9102666,14,False
9102667,14,False
9102668,12,False
9102669,12,False
9102670,10,False
9102671,14,False
9102672,12,False
9102673,12,False
9102674,14,False
9102675,14,False
9102676,10,False
9102677,14,False
9102678,15,False
9102679,16,False
9102680,12,False
9102681,12,False
9102682,10,False
9102683,10,False
9102684,13,False
9102685,12,False
9102686,14,False
9102687,10,False
9102688,16,False
9102689,14,False
9102690,11,False
9102691,12,False
9102692,8,False
9102693,14,False
9102694,13,False
9102695,15,False
9102696,14,False
9102697,12,False
9102698,9,False
9102699,12,False
9102700,12,False
9102701,12,False
9102702,10,False
9102703,11,False
9102704,14,False
9102705,10,False
9102706,10,False
9102707,10,False
9102708,10,False
9102709,12,False
9102710,13,False
9102711,14,False
9102712,9,False
9102713,18,False
9102714,12,False
9102715,9,False
9102716,12,False
9102717,14,False
9102718,12,False
9102719,14,False
9102720,11,False
9102721,14,False
9102722,12,False
9102723,13,False
9102724,10,False
9102725,10,False
9102726,13,False
9102727,8,False
9102728,14,False
9102729,13,False
9102730,9,False
9102731,14,False
9102732,9,False
9102733,12,False
9102734,11,False
9102735,11,False
9102736,12,False
9102737,12,False
9102738,14,False
9102739,14,False
9102740,11,False
9102741,14,False
9102742,13,False
9102743,11,False
9102744,12,False
9102745,11,False
9102746,8,False
9102747,12,False
9102748,9,False
9102749,12,False
9102750,9,False
9102751,12,False
9102752,11,False
9102753,10,False
9102754,11,False
9102755,12,False
9102756,14,False
9102757,12,False
9102758,11,False
9102759,14,False
9102760,14,False
9102761,13,False
9102762,10,False
9102763,12,False
9102764,14,False
9102765,10,False
9102766,14,False
9102767,14,False
9102768,12,False
9102769,12,False
9102770,12,False
9102771,9,False
9102772,8,False
9102773,14,False
9102774,10,False
9102775,12,False
9102776,10,False
9102777,10,False
9102778,12,False
9102779,12,False
9102780,11,False
9102781,14,False
9102782,12,False
9102783,14,False
9102784,10,False
9102785,10,False
9102786,12,False
9102787,14,False
9102788,12,False
9102789,12,False
9102790,14,False
9102791,12,False
9102792,16,False
9102793,11,False
9102794,12,False
9102795,12,False
9102796,14,False
9102797,3,False
9102798,11,False
9102799,14,False
9102800,16,False
9102801,11,False
9102802,10,False
9102803,10,False
9102804,14,False
9102805,14,False
9102806,12,False
9102807,14,False
9102808,14,False
9102809,12,False
9102810,13,False
9102811,11,False
9102812,12,False
9102813,10,False
9102814,13,False
9102815,9,False
9102816,10,False
9102817,11,False
9102818,12,False
9102819,12,False
9102820,12,False
9102821,12,False
9102822,14,False
9102823,8,False
9102824,14,False
9102825,12,False
9102826,10,False
9102827,14,False
9102828,12,False
9102829,11,False
9102830,11,False
9102831,13,False
9102832,14,False
9102833,10,False
9102834,9,False
9102835,14,False
9102836,11,False
9102837,12,False
9102838,13,False
9102839,10,False
9102840,12,False
9102841,13,False
9102842,11,False
9102843,11,False
9102844,12,False
9102845,12,False
9102846,12,False
9102847,14,False
9102848,10,False
9102849,12,False
9102850,14,False
9102851,10,False
9102852,13,False
9102853,16,False
9102854,8,False
9102855,14,False
9102856,11,False
9102857,12,False
9102858,10,False
9102859,11,False
9102860,14,False
9102861,12,False
9102862,16,False
9102863,14,False
9102864,12,False
9102865,10,False
9102866,11,False
9102867,10,False
9102868,14,False
9102869,11,False
9102870,14,False
9102871,14,False
9102872,12,False
9102873,12,False
9102874,14,False
9102875,14,False
9102876,12,False
9102877,9,False
9102878,12,False
9102879,14,False
9102880,13,False
9102881,10,False
9102882,12,False
9102883,14,False
9102884,11,False
9102885,12,False
9102886,16,False
9102887,12,False
9102888,12,False
9102889,15,False
9102890,13,False
9102891,14,False
9102892,12,False
9102893,13,False
9102894,12,False
9102895,16,False
9102896,8,False
9102897,10,False
9102898,10,False
9102899,11,False
9102900,14,False
9102901,13,False
9102902,14,False
9102903,12,False
9102904,13,False
9102905,14,False
9102906,9,False
9102907,12,False
9102908,10,False
9102909,13,False
9102910,12,False
9102911,11,False
9102912,10,False
9102913,9,False
9102914,9,False
9102915,14,False
9102916,14,False
9102917,14,False
9102918,13,False
9102919,12,False
9102920,14,False
9102921,12,False
9102922,8,False
9102923,14,False
9102924,12,False
9102925,9,False
9102926,9,False
9102927,11,False
9102928,12,False
9102929,12,False
9102930,10,False
9102931,13,False
9102932,12,False
9102933,14,False
9102934,13,False
9102935,14,False
9102936,12,False
9102937,14,False
9102938,16,False
9102939,14,False
9102940,11,False
9102941,14,False
9102942,12,False
9102943,14,False
9102944,14,False
9102945,12,False
9102946,12,False
9102947,15,False
9102948,16,False
9102949,8,False
9102950,12,False
9102951,10,False
9102952,12,False
9102953,14,False
9102954,9,False
9102955,11,False
9102956,16,False
9102957,16,False
9102958,13,False
9102959,14,False
9102960,10,False
9102961,16,False
9102962,14,False
9102963,10,False
9102964,12,False
9102965,12,False
9102966,12,False
9102967,9,False
9102968,14,False
9102969,13,False
9102970,12,False
9102971,13,False
9102972,10,False
9102973,13,False
9102974,11,False
9102975,12,False
9102976,14,False
9102977,12,False
9102978,12,False
9102979,10,False
9102980,15,False
9102981,12,False
9102982,12,False
9102983,14,False
9102984,14,False
9102985,14,False
9102986,14,False
9102987,13,False
9102988,14,False
9102989,13,False
9102990,12,False
9102991,16,False
9102992,12,False
9102993,12,False
9102994,10,False
9102995,12,False
9102996,14,False
9102997,12,False
9102998,14,False
9102999,13,False
9103000,10,False
9103001,11,False
9103002,14,False
9103003,14,False
9103004,9,False
9103005,14,False
9103006,12,False
9103007,10,False
9103008,11,False
9103009,12,False
9103010,11,False
9103011,12,False
9103012,16,False
9103013,9,False
9103014,9,False
9103015,13,False
9103016,10,False
9103017,14,False
9103018,12,False
9103019,12,False
9103020,12,False
9103021,10,False
9103022,11,False
9103023,12,False
9103024,10,False
9103025,11,False
9103026,12,False
9103027,13,False
9103028,14,False
9103029,14,False
9103030,10,False
9103031,10,False
9103032,8,False
9103033,13,False
9103034,12,False
9103035,18,False
9103036,14,False
9103037,14,False
9103038,12,False
9103039,14,False
9103040,12,False
9103041,12,False
9103042,12,False
9103043,10,False
9103044,11,False
9103045,14,False
9103046,12,False
9103047,16,False
9103048,12,False
9103049,12,False
9103050,13,False
9103051,16,False
9103052,11,False
9103053,12,False
9103054,12,False
9103055,10,False
9103056,12,False
9103057,13,False
9103058,11,False
9103059,14,False
9103060,10,False
9103061,14,False
9103062,14,False
9103063,12,False
9103064,12,False
9103065,7,False
9103066,12,False
9103067,11,False
9103068,12,False
9103069,11,False
9103070,12,False
9103071,12,False
9103072,10,False
9103073,14,False
9103074,12,False
9103075,12,False
9103076,12,False
9103077,10,False
9103078,9,False
9103079,10,False
9103080,9,False
9103081,16,False
9103082,14,False
9103083,14,False
9103084,12,False
9103085,8,False
9103086,12,False
9103087,14,False
9103088,15,False
9103089,14,False
9103090,11,False
9103091,13,False
9103092,14,False
9103093,14,False
9103094,12,False
9103095,9,False
9103096,12,False
9103097,10,False
9103098,12,False
9103099,12,False
9103100,10,False
9103101,12,False
9103102,13,False
9103103,11,False
9103104,12,False
9103105,14,False
9103106,10,False
9103107,14,False
9103108,14,False
9103109,10,False
9103110,14,False
9103111,10,False
9103112,12,False
9103113,12,False
9103114,14,False
9103115,16,False
9103116,12,False
9103117,11,False
9103118,12,False
9103119,11,False
9103120,14,False
9103121,12,False
9103122,14,False
9103123,10,False
9103124,11,False
9103125,13,False
9103126,12,False
9103127,13,False
9103128,11,False
9103129,12,False
9103130,12,False
9103131,12,False
9103132,13,False
9103133,12,False
9103134,12,False
9103135,12,False
9103136,9,False
9103137,10,False
9103138,12,False
9103139,14,False
9103140,14,False
9103141,15,False
9103142,9,False
9103143,13,False
9103144,16,False
9103145,11,False
9103146,12,False
9103147,9,False
9103148,13,False
9103149,13,False
9103150,10,False
9103151,14,False
9103152,12,False
9103153,14,False
9103154,13,False
9103155,10,False
9103156,13,False
9103157,12,False
9103158,10,False
9103159,14,False
9103160,14,False
9103161,12,False
9103162,12,False
9103163,12,False
9103164,8,False
9103165,13,False
9103166,12,False
9103167,9,False
9103168,9,False
9103169,14,False
9103170,14,False
9103171,12,False
9103172,10,False
9103173,10,False
9103174,10,False
9103175,14,False
9103176,13,False
9103177,12,False
9103178,13,False
9103179,12,False
9103180,12,False
9103181,10,False
9103182,14,False
9103183,12,False
9103184,12,False
9103185,12,False
9103186,12,False
9103187,12,False
9103188,12,False
9103189,14,False
9103190,14,False
9103191,10,False
9103192,11,False
9103193,10,False
9103194,16,False
9103195,12,False
9103196,13,False
9103197,12,False
9103198,11,False
9103199,10,False
9103200,12,False
9103201,12,False
9103202,7,False
9103203,13,False
9103204,9,False
9103205,8,False
9103206,14,False
9103207,12,False
9103208,13,False
9103209,9,False
9103210,10,False
9103211,9,False
9103212,14,False
9103213,10,False
9103214,12,False
9103215,14,False
9103216,12,False
9103217,11,False
9103218,12,False
9103219,13,False
9103220,16,False
9103221,11,False
9103222,11,False
9103223,12,False
9103224,11,False
9103225,9,False
9103226,14,False
9103227,9,False
9103228,10,False
9103229,11,False
9103230,12,False
9103231,12,False
9103232,10,False
9103233,11,False
9103234,10,False
9103235,14,False
9103236,10,False
9103237,8,False
9103238,12,False
9103239,10,False
9103240,13,False
9103241,10,False
9103242,13,False
9103243,13,False
9103244,12,False
9103245,11,False
9103246,11,False
9103247,10,False
9103248,13,False
9103249,13,False
9103250,8,False
9103251,10,False
9103252,10,False
9103253,12,False
9103254,8,False
9103255,14,False
9103256,12,False
9103257,13,False
9103258,10,False
9103259,10,False
9103260,10,False
9103261,12,False
9103262,12,False
9103263,9,False
9103264,10,False
9103265,12,False
9103266,11,False
9103267,13,False
9103268,12,False
9103269,10,False
9103270,10,False
9103271,15,False
9103272,14,False
9103273,12,False
9103274,14,False
9103275,12,False
9103276,12,False
9103277,11,False
9103278,12,False
9103279,10,False
9103280,12,False
9103281,16,False
9103282,11,False
9103283,12,False
9103284,10,False
9103285,16,False
9103286,12,False
9103287,14,False
9103288,12,False
9103289,8,False
9103290,11,False
9103291,12,False
9103292,13,False
9103293,16,False
9103294,10,False
9103295,12,False
9103296,14,False
9103297,12,False
9103298,14,False
9103299,12,False
9103300,12,False
9103301,11,False
9103302,11,False
9103303,11,False
9103304,13,False
9103305,14,False
9103306,13,False
9103307,12,False
9103308,13,False
9103309,10,False
9103310,14,False
9103311,10,False
9103312,14,False
9103313,12,False
9103314,16,False
9103315,10,False
9103316,12,False
9103317,14,False
9103318,12,False
9103319,10,False
9103320,12,False
9103321,10,False
9103322,12,False
9103323,14,False
9103324,13,False
9103325,13,False
9103326,10,False
9103327,11,False
9103328,12,False
9103329,12,False
9103330,9,False
9103331,12,False
9103332,16,False
9103333,14,False
9103334,14,False
9103335,10,False
9103336,12,False
9103337,10,False
9103338,13,False
9103339,10,False
9103340,12,False
9103341,14,False
9103342,11,False
9103343,15,False
9103344,12,False
9103345,7,False
9103346,10,False
9103347,13,False
9103348,13,False
9103349,12,False
9103350,13,False
9103351,12,False
9103352,12,False
9103353,11,False
9103354,11,False
9103355,11,False
9103356,15,False
9103357,12,False
9103358,13,False
9103359,11,False
9103360,11,False
9103361,10,False
9103362,13,False
9103363,12,False
9103364,14,False
9103365,14,False
9103366,6,False
9103367,9,False
9103368,10,False
9103369,13,False
9103370,9,False
9103371,10,False
9103372,11,False
9103373,14,False
9103374,11,False
9103375,12,False
9103376,11,False
9103377,6,False
9103378,11,False
9103379,14,False
9103380,12,False
9103381,12,False
9103382,12,False
9103383,11,False
9103384,12,False
9103385,12,False
9103386,13,False
9103387,12,False
9103388,11,False
9103389,14,False
9103390,12,False
9103391,12,False
9103392,10,False
9103393,12,False
9103394,10,False
9103395,13,False
9103396,16,False
9103397,8,False
9103398,12,False
9103399,14,False
9103400,11,False
9103401,16,False
9103402,13,False
9103403,12,False
9103404,11,False
9103405,12,False
9103406,12,False
9103407,8,False
9103408,12,False
9103409,12,False
9103410,13,False
9103411,12,False
9103412,8,False
9103413,13,False
9103414,11,False
9103415,12,False
9103416,11,False
9103417,10,False
9103418,14,False
9103419,11,False
9103420,14,False
9103421,11,False
9103422,10,False
9103423,10,False
9103424,16,False
9103425,11,False
9103426,16,False
9103427,16,False
9103428,18,False
9103429,11,False
9103430,11,False
9103431,13,False
9103432,10,False
9103433,12,False
9103434,13,False
9103435,15,False
9103436,14,False
9103437,14,False
9103438,16,False
9103439,13,False
9103440,12,False
9103441,10,False
9103442,12,False
9103443,12,False
9103444,16,False
9103445,12,False
9103446,12,False
9103447,14,False
9103448,16,False
9103449,12,False
9103450,11,False
9103451,14,False
9103452,16,False
9103453,13,False
9103454,11,False
9103455,13,False
9103456,11,False
9103457,12,False
9103458,10,False
9103459,12,False
9103460,12,False
9103461,13,False
9103462,9,False
9103463,12,False
9103464,12,False
9103465,10,False
9103466,14,False
9103467,12,False
9103468,14,False
9103469,13,False
9103470,14,False
9103471,12,False
9103472,12,False
9103473,12,False
9103474,11,False
9103475,14,False
9103476,13,False
9103477,12,False
9103478,8,False
9103479,9,False
9103480,14,False
9103481,12,False
9103482,13,False
9103483,12,False
9103484,11,False
9103485,12,False
9103486,15,False
9103487,12,False
9103488,16,False
9103489,9,False
9103490,12,False
9103491,14,False
9103492,11,False
