策略,是否失败,总分,回合数,seed,达到12+,达到14+
neural_ai,True,0,7,1200694,0,0
neural_ai,True,0,14,1200695,0,0
neural_ai,True,0,7,1200696,0,0
neural_ai,True,0,14,1200697,0,0
neural_ai,True,0,7,1200698,0,0
neural_ai,True,0,14,1200699,0,0
neural_ai,True,0,7,1200700,0,0
neural_ai,True,0,7,1200701,0,0
neural_ai,True,0,7,1200702,0,0
neural_ai,True,0,7,1200703,0,0
neural_ai,False,6,21,1200704,0,0
neural_ai,True,0,7,1200705,0,0
neural_ai,True,0,7,1200706,0,0
neural_ai,True,0,7,1200707,0,0
neural_ai,True,0,7,1200708,0,0
neural_ai,True,0,7,1200709,0,0
neural_ai,True,0,14,1200710,0,0
neural_ai,True,0,7,1200711,0,0
neural_ai,True,0,14,1200712,0,0
neural_ai,True,0,14,1200713,0,0
neural_ai,True,0,7,1200714,0,0
neural_ai,False,9,21,1200715,0,0
neural_ai,True,0,14,1200716,0,0
neural_ai,True,0,7,1200717,0,0
neural_ai,True,0,7,1200718,0,0
neural_ai,True,0,14,1200719,0,0
neural_ai,True,0,7,1200720,0,0
neural_ai,True,0,7,1200721,0,0
neural_ai,True,0,7,1200722,0,0
neural_ai,True,0,7,1200723,0,0
neural_ai,True,0,7,1200724,0,0
neural_ai,False,9,21,1200725,0,0
neural_ai,True,0,7,1200726,0,0
neural_ai,True,0,7,1200727,0,0
neural_ai,True,0,7,1200728,0,0
neural_ai,True,0,14,1200729,0,0
neural_ai,True,0,21,1200730,0,0
neural_ai,True,0,7,1200731,0,0
neural_ai,True,0,7,1200732,0,0
neural_ai,True,0,14,1200733,0,0
neural_ai,True,0,14,1200734,0,0
neural_ai,True,0,14,1200735,0,0
neural_ai,True,0,7,1200736,0,0
neural_ai,True,0,7,1200737,0,0
neural_ai,True,0,7,1200738,0,0
neural_ai,True,0,7,1200739,0,0
neural_ai,True,0,7,1200740,0,0
neural_ai,True,0,14,1200741,0,0
neural_ai,True,0,7,1200742,0,0
neural_ai,True,0,7,1200743,0,0
neural_ai,True,0,7,1200744,0,0
neural_ai,True,0,7,1200745,0,0
neural_ai,True,0,7,1200746,0,0
neural_ai,True,0,7,1200747,0,0
neural_ai,True,0,7,1200748,0,0
neural_ai,True,0,7,1200749,0,0
neural_ai,True,0,7,1200750,0,0
neural_ai,True,0,7,1200751,0,0
neural_ai,True,0,14,1200752,0,0
neural_ai,True,0,14,1200753,0,0
neural_ai,True,0,7,1200754,0,0
neural_ai,True,0,14,1200755,0,0
neural_ai,True,0,7,1200756,0,0
neural_ai,True,0,7,1200757,0,0
neural_ai,True,0,14,1200758,0,0
neural_ai,True,0,14,1200759,0,0
neural_ai,True,0,7,1200760,0,0
neural_ai,False,7,21,1200761,0,0
neural_ai,False,7,21,1200762,0,0
neural_ai,True,0,7,1200763,0,0
neural_ai,True,0,7,1200764,0,0
neural_ai,True,0,7,1200765,0,0
neural_ai,True,0,7,1200766,0,0
neural_ai,True,0,7,1200767,0,0
neural_ai,True,0,7,1200768,0,0
neural_ai,True,0,7,1200769,0,0
neural_ai,True,0,7,1200770,0,0
neural_ai,True,0,14,1200771,0,0
neural_ai,True,0,14,1200772,0,0
neural_ai,True,0,14,1200773,0,0
neural_ai,True,0,7,1200774,0,0
neural_ai,True,0,7,1200775,0,0
neural_ai,True,0,7,1200776,0,0
neural_ai,True,0,7,1200777,0,0
neural_ai,True,0,14,1200778,0,0
neural_ai,True,0,7,1200779,0,0
neural_ai,True,0,7,1200780,0,0
neural_ai,True,0,14,1200781,0,0
neural_ai,True,0,7,1200782,0,0
neural_ai,True,0,14,1200783,0,0
neural_ai,True,0,7,1200784,0,0
neural_ai,True,0,7,1200785,0,0
neural_ai,True,0,14,1200786,0,0
neural_ai,True,0,7,1200787,0,0
neural_ai,True,0,14,1200788,0,0
neural_ai,True,0,14,1200789,0,0
neural_ai,True,0,7,1200790,0,0
neural_ai,True,0,14,1200791,0,0
neural_ai,True,0,7,1200792,0,0
neural_ai,True,0,7,1200793,0,0
neural_ai,True,0,7,1200794,0,0
neural_ai,True,0,14,1200795,0,0
neural_ai,False,8,21,1200796,0,0
neural_ai,True,0,7,1200797,0,0
neural_ai,True,0,14,1200798,0,0
neural_ai,False,9,21,1200799,0,0
neural_ai,True,0,14,1200800,0,0
neural_ai,True,0,7,1200801,0,0
neural_ai,True,0,7,1200802,0,0
neural_ai,False,7,21,1200803,0,0
neural_ai,True,0,7,1200804,0,0
neural_ai,True,0,14,1200805,0,0
neural_ai,False,6,21,1200806,0,0
neural_ai,True,0,7,1200807,0,0
neural_ai,True,0,7,1200808,0,0
neural_ai,True,0,7,1200809,0,0
neural_ai,True,0,7,1200810,0,0
neural_ai,True,0,21,1200811,0,0
neural_ai,True,0,7,1200812,0,0
neural_ai,True,0,7,1200813,0,0
neural_ai,True,0,7,1200814,0,0
neural_ai,True,0,14,1200815,0,0
neural_ai,True,0,7,1200816,0,0
neural_ai,True,0,7,1200817,0,0
neural_ai,True,0,7,1200818,0,0
neural_ai,True,0,7,1200819,0,0
neural_ai,True,0,7,1200820,0,0
neural_ai,False,8,21,1200821,0,0
neural_ai,True,0,7,1200822,0,0
neural_ai,True,0,14,1200823,0,0
neural_ai,True,0,14,1200824,0,0
neural_ai,True,0,14,1200825,0,0
neural_ai,True,0,7,1200826,0,0
neural_ai,True,0,21,1200827,0,0
neural_ai,True,0,7,1200828,0,0
neural_ai,True,0,7,1200829,0,0
neural_ai,True,0,14,1200830,0,0
neural_ai,True,0,14,1200831,0,0
neural_ai,True,0,7,1200832,0,0
neural_ai,True,0,7,1200833,0,0
neural_ai,True,0,7,1200834,0,0
neural_ai,False,8,21,1200835,0,0
neural_ai,True,0,7,1200836,0,0
neural_ai,True,0,14,1200837,0,0
neural_ai,True,0,7,1200838,0,0
neural_ai,True,0,7,1200839,0,0
neural_ai,True,0,7,1200840,0,0
neural_ai,True,0,14,1200841,0,0
neural_ai,False,7,21,1200842,0,0
neural_ai,True,0,7,1200843,0,0
neural_ai,False,6,21,1200844,0,0
neural_ai,True,0,14,1200845,0,0
neural_ai,True,0,14,1200846,0,0
neural_ai,True,0,14,1200847,0,0
neural_ai,True,0,14,1200848,0,0
neural_ai,True,0,14,1200849,0,0
neural_ai,True,0,7,1200850,0,0
neural_ai,True,0,7,1200851,0,0
neural_ai,True,0,7,1200852,0,0
neural_ai,True,0,14,1200853,0,0
neural_ai,True,0,7,1200854,0,0
neural_ai,False,9,21,1200855,0,0
neural_ai,True,0,7,1200856,0,0
neural_ai,True,0,7,1200857,0,0
neural_ai,True,0,7,1200858,0,0
neural_ai,True,0,14,1200859,0,0
neural_ai,True,0,7,1200860,0,0
neural_ai,True,0,7,1200861,0,0
neural_ai,True,0,7,1200862,0,0
neural_ai,True,0,7,1200863,0,0
neural_ai,True,0,7,1200864,0,0
neural_ai,True,0,7,1200865,0,0
neural_ai,True,0,7,1200866,0,0
neural_ai,True,0,14,1200867,0,0
neural_ai,True,0,7,1200868,0,0
neural_ai,True,0,7,1200869,0,0
neural_ai,True,0,7,1200870,0,0
neural_ai,True,0,7,1200871,0,0
neural_ai,True,0,7,1200872,0,0
neural_ai,True,0,7,1200873,0,0
neural_ai,True,0,7,1200874,0,0
neural_ai,True,0,7,1200875,0,0
neural_ai,True,0,14,1200876,0,0
neural_ai,False,7,21,1200877,0,0
neural_ai,True,0,7,1200878,0,0
neural_ai,True,0,14,1200879,0,0
neural_ai,True,0,14,1200880,0,0
neural_ai,False,7,21,1200881,0,0
neural_ai,True,0,14,1200882,0,0
neural_ai,True,0,7,1200883,0,0
neural_ai,True,0,14,1200884,0,0
neural_ai,True,0,14,1200885,0,0
neural_ai,False,10,21,1200886,0,0
neural_ai,True,0,7,1200887,0,0
neural_ai,True,0,14,1200888,0,0
neural_ai,True,0,7,1200889,0,0
neural_ai,True,0,7,1200890,0,0
neural_ai,True,0,14,1200891,0,0
neural_ai,True,0,7,1200892,0,0
neural_ai,True,0,14,1200893,0,0
neural_ai,True,0,14,1200894,0,0
neural_ai,True,0,14,1200895,0,0
neural_ai,True,0,7,1200896,0,0
neural_ai,True,0,14,1200897,0,0
neural_ai,True,0,14,1200898,0,0
neural_ai,True,0,14,1200899,0,0
neural_ai,True,0,7,1200900,0,0
neural_ai,True,0,7,1200901,0,0
neural_ai,True,0,7,1200902,0,0
neural_ai,True,0,14,1200903,0,0
neural_ai,True,0,7,1200904,0,0
neural_ai,False,7,21,1200905,0,0
neural_ai,True,0,7,1200906,0,0
neural_ai,True,0,14,1200907,0,0
neural_ai,True,0,7,1200908,0,0
neural_ai,True,0,14,1200909,0,0
neural_ai,True,0,14,1200910,0,0
neural_ai,True,0,7,1200911,0,0
neural_ai,True,0,21,1200912,0,0
neural_ai,True,0,14,1200913,0,0
neural_ai,True,0,7,1200914,0,0
neural_ai,True,0,7,1200915,0,0
neural_ai,True,0,7,1200916,0,0
neural_ai,True,0,14,1200917,0,0
neural_ai,True,0,7,1200918,0,0
neural_ai,False,6,21,1200919,0,0
neural_ai,True,0,14,1200920,0,0
neural_ai,False,9,21,1200921,0,0
neural_ai,True,0,7,1200922,0,0
neural_ai,False,7,21,1200923,0,0
neural_ai,True,0,7,1200924,0,0
neural_ai,True,0,14,1200925,0,0
neural_ai,True,0,7,1200926,0,0
neural_ai,True,0,14,1200927,0,0
neural_ai,True,0,7,1200928,0,0
neural_ai,True,0,7,1200929,0,0
neural_ai,True,0,7,1200930,0,0
neural_ai,True,0,7,1200931,0,0
neural_ai,True,0,14,1200932,0,0
neural_ai,True,0,14,1200933,0,0
neural_ai,True,0,7,1200934,0,0
neural_ai,True,0,7,1200935,0,0
neural_ai,False,7,21,1200936,0,0
neural_ai,True,0,14,1200937,0,0
neural_ai,True,0,7,1200938,0,0
neural_ai,True,0,7,1200939,0,0
neural_ai,True,0,14,1200940,0,0
neural_ai,True,0,7,1200941,0,0
neural_ai,True,0,7,1200942,0,0
neural_ai,False,7,21,1200943,0,0
neural_ai,True,0,7,1200944,0,0
neural_ai,False,6,21,1200945,0,0
neural_ai,True,0,7,1200946,0,0
neural_ai,True,0,7,1200947,0,0
neural_ai,True,0,7,1200948,0,0
neural_ai,True,0,7,1200949,0,0
neural_ai,True,0,14,1200950,0,0
neural_ai,True,0,7,1200951,0,0
neural_ai,True,0,7,1200952,0,0
neural_ai,True,0,14,1200953,0,0
neural_ai,True,0,7,1200954,0,0
neural_ai,True,0,14,1200955,0,0
neural_ai,True,0,7,1200956,0,0
neural_ai,True,0,7,1200957,0,0
neural_ai,True,0,14,1200958,0,0
neural_ai,True,0,7,1200959,0,0
neural_ai,True,0,14,1200960,0,0
neural_ai,True,0,14,1200961,0,0
neural_ai,True,0,7,1200962,0,0
neural_ai,True,0,7,1200963,0,0
neural_ai,True,0,7,1200964,0,0
neural_ai,True,0,14,1200965,0,0
neural_ai,True,0,14,1200966,0,0
neural_ai,True,0,7,1200967,0,0
neural_ai,True,0,7,1200968,0,0
neural_ai,True,0,7,1200969,0,0
neural_ai,True,0,7,1200970,0,0
neural_ai,True,0,21,1200971,0,0
neural_ai,True,0,7,1200972,0,0
neural_ai,False,7,21,1200973,0,0
neural_ai,True,0,21,1200974,0,0
neural_ai,True,0,7,1200975,0,0
neural_ai,True,0,7,1200976,0,0
neural_ai,True,0,14,1200977,0,0
neural_ai,True,0,14,1200978,0,0
neural_ai,True,0,14,1200979,0,0
neural_ai,True,0,7,1200980,0,0
neural_ai,True,0,14,1200981,0,0
neural_ai,True,0,14,1200982,0,0
neural_ai,True,0,7,1200983,0,0
neural_ai,True,0,7,1200984,0,0
neural_ai,True,0,7,1200985,0,0
neural_ai,False,6,21,1200986,0,0
neural_ai,True,0,14,1200987,0,0
neural_ai,True,0,7,1200988,0,0
neural_ai,True,0,7,1200989,0,0
neural_ai,True,0,7,1200990,0,0
neural_ai,True,0,7,1200991,0,0
neural_ai,True,0,7,1200992,0,0
neural_ai,True,0,7,1200993,0,0
neural_ai,True,0,7,1200994,0,0
neural_ai,True,0,14,1200995,0,0
neural_ai,True,0,14,1200996,0,0
neural_ai,True,0,14,1200997,0,0
neural_ai,True,0,7,1200998,0,0
neural_ai,True,0,14,1200999,0,0
neural_ai,True,0,7,1201000,0,0
neural_ai,True,0,7,1201001,0,0
neural_ai,True,0,7,1201002,0,0
neural_ai,True,0,14,1201003,0,0
neural_ai,True,0,7,1201004,0,0
neural_ai,True,0,14,1201005,0,0
neural_ai,True,0,7,1201006,0,0
neural_ai,True,0,7,1201007,0,0
neural_ai,True,0,7,1201008,0,0
neural_ai,True,0,14,1201009,0,0
neural_ai,True,0,14,1201010,0,0
neural_ai,True,0,7,1201011,0,0
neural_ai,True,0,7,1201012,0,0
neural_ai,True,0,7,1201013,0,0
neural_ai,True,0,7,1201014,0,0
neural_ai,True,0,7,1201015,0,0
neural_ai,True,0,14,1201016,0,0
neural_ai,True,0,7,1201017,0,0
neural_ai,True,0,7,1201018,0,0
neural_ai,True,0,14,1201019,0,0
neural_ai,True,0,7,1201020,0,0
neural_ai,True,0,14,1201021,0,0
neural_ai,True,0,7,1201022,0,0
neural_ai,True,0,7,1201023,0,0
neural_ai,True,0,7,1201024,0,0
neural_ai,True,0,7,1201025,0,0
neural_ai,True,0,14,1201026,0,0
neural_ai,True,0,7,1201027,0,0
neural_ai,True,0,14,1201028,0,0
neural_ai,True,0,7,1201029,0,0
neural_ai,True,0,14,1201030,0,0
neural_ai,True,0,14,1201031,0,0
neural_ai,True,0,7,1201032,0,0
neural_ai,True,0,14,1201033,0,0
neural_ai,False,5,21,1201034,0,0
neural_ai,True,0,14,1201035,0,0
neural_ai,True,0,7,1201036,0,0
neural_ai,True,0,7,1201037,0,0
neural_ai,True,0,7,1201038,0,0
neural_ai,True,0,14,1201039,0,0
neural_ai,True,0,7,1201040,0,0
neural_ai,True,0,7,1201041,0,0
neural_ai,True,0,7,1201042,0,0
neural_ai,True,0,7,1201043,0,0
neural_ai,True,0,14,1201044,0,0
neural_ai,True,0,14,1201045,0,0
neural_ai,True,0,14,1201046,0,0
neural_ai,True,0,14,1201047,0,0
neural_ai,True,0,14,1201048,0,0
neural_ai,True,0,14,1201049,0,0
neural_ai,True,0,7,1201050,0,0
neural_ai,True,0,14,1201051,0,0
neural_ai,True,0,14,1201052,0,0
neural_ai,False,7,21,1201053,0,0
neural_ai,False,7,21,1201054,0,0
neural_ai,True,0,7,1201055,0,0
neural_ai,True,0,7,1201056,0,0
neural_ai,True,0,14,1201057,0,0
neural_ai,True,0,7,1201058,0,0
neural_ai,False,7,21,1201059,0,0
neural_ai,False,9,21,1201060,0,0
neural_ai,True,0,14,1201061,0,0
neural_ai,True,0,7,1201062,0,0
neural_ai,True,0,7,1201063,0,0
neural_ai,True,0,7,1201064,0,0
neural_ai,True,0,7,1201065,0,0
neural_ai,True,0,7,1201066,0,0
neural_ai,True,0,14,1201067,0,0
neural_ai,True,0,14,1201068,0,0
neural_ai,True,0,7,1201069,0,0
neural_ai,True,0,7,1201070,0,0
neural_ai,True,0,7,1201071,0,0
neural_ai,False,7,21,1201072,0,0
neural_ai,True,0,14,1201073,0,0
neural_ai,False,6,21,1201074,0,0
neural_ai,False,8,21,1201075,0,0
neural_ai,True,0,14,1201076,0,0
neural_ai,False,6,21,1201077,0,0
neural_ai,True,0,14,1201078,0,0
neural_ai,True,0,7,1201079,0,0
neural_ai,True,0,7,1201080,0,0
neural_ai,True,0,14,1201081,0,0
neural_ai,False,4,21,1201082,0,0
neural_ai,True,0,14,1201083,0,0
neural_ai,True,0,7,1201084,0,0
neural_ai,True,0,14,1201085,0,0
neural_ai,True,0,14,1201086,0,0
neural_ai,True,0,14,1201087,0,0
neural_ai,True,0,7,1201088,0,0
neural_ai,True,0,21,1201089,0,0
neural_ai,False,7,21,1201090,0,0
neural_ai,True,0,7,1201091,0,0
neural_ai,True,0,7,1201092,0,0
neural_ai,True,0,7,1201093,0,0
neural_ai,True,0,7,1201094,0,0
neural_ai,True,0,7,1201095,0,0
neural_ai,False,8,21,1201096,0,0
neural_ai,True,0,7,1201097,0,0
neural_ai,True,0,14,1201098,0,0
neural_ai,True,0,7,1201099,0,0
neural_ai,True,0,7,1201100,0,0
neural_ai,False,5,21,1201101,0,0
neural_ai,False,9,21,1201102,0,0
neural_ai,True,0,14,1201103,0,0
neural_ai,True,0,7,1201104,0,0
neural_ai,True,0,14,1201105,0,0
neural_ai,True,0,7,1201106,0,0
neural_ai,True,0,7,1201107,0,0
neural_ai,True,0,7,1201108,0,0
neural_ai,True,0,14,1201109,0,0
neural_ai,True,0,14,1201110,0,0
neural_ai,True,0,7,1201111,0,0
neural_ai,True,0,7,1201112,0,0
neural_ai,True,0,14,1201113,0,0
neural_ai,True,0,14,1201114,0,0
neural_ai,True,0,7,1201115,0,0
neural_ai,True,0,7,1201116,0,0
neural_ai,True,0,14,1201117,0,0
neural_ai,True,0,7,1201118,0,0
neural_ai,True,0,14,1201119,0,0
neural_ai,False,8,21,1201120,0,0
neural_ai,True,0,14,1201121,0,0
neural_ai,True,0,7,1201122,0,0
neural_ai,True,0,14,1201123,0,0
neural_ai,True,0,14,1201124,0,0
neural_ai,True,0,7,1201125,0,0
neural_ai,True,0,7,1201126,0,0
neural_ai,True,0,14,1201127,0,0
neural_ai,False,8,21,1201128,0,0
neural_ai,True,0,7,1201129,0,0
neural_ai,True,0,7,1201130,0,0
neural_ai,True,0,7,1201131,0,0
neural_ai,False,9,21,1201132,0,0
neural_ai,True,0,14,1201133,0,0
neural_ai,True,0,7,1201134,0,0
neural_ai,True,0,7,1201135,0,0
neural_ai,True,0,14,1201136,0,0
neural_ai,True,0,14,1201137,0,0
neural_ai,True,0,14,1201138,0,0
neural_ai,True,0,14,1201139,0,0
neural_ai,True,0,7,1201140,0,0
neural_ai,True,0,7,1201141,0,0
neural_ai,True,0,14,1201142,0,0
neural_ai,True,0,7,1201143,0,0
neural_ai,False,6,21,1201144,0,0
neural_ai,True,0,7,1201145,0,0
neural_ai,True,0,21,1201146,0,0
neural_ai,True,0,7,1201147,0,0
neural_ai,True,0,7,1201148,0,0
neural_ai,True,0,7,1201149,0,0
neural_ai,True,0,14,1201150,0,0
neural_ai,True,0,7,1201151,0,0
neural_ai,True,0,7,1201152,0,0
neural_ai,False,6,21,1201153,0,0
neural_ai,True,0,14,1201154,0,0
neural_ai,True,0,7,1201155,0,0
neural_ai,True,0,7,1201156,0,0
neural_ai,True,0,7,1201157,0,0
neural_ai,False,8,21,1201158,0,0
neural_ai,True,0,7,1201159,0,0
neural_ai,True,0,14,1201160,0,0
neural_ai,True,0,7,1201161,0,0
neural_ai,True,0,14,1201162,0,0
neural_ai,True,0,7,1201163,0,0
neural_ai,True,0,7,1201164,0,0
neural_ai,True,0,14,1201165,0,0
neural_ai,True,0,14,1201166,0,0
neural_ai,True,0,14,1201167,0,0
neural_ai,False,6,21,1201168,0,0
neural_ai,True,0,7,1201169,0,0
neural_ai,True,0,7,1201170,0,0
neural_ai,True,0,7,1201171,0,0
neural_ai,True,0,7,1201172,0,0
neural_ai,True,0,7,1201173,0,0
neural_ai,True,0,14,1201174,0,0
neural_ai,True,0,7,1201175,0,0
neural_ai,True,0,7,1201176,0,0
neural_ai,True,0,7,1201177,0,0
neural_ai,True,0,14,1201178,0,0
neural_ai,True,0,7,1201179,0,0
neural_ai,True,0,7,1201180,0,0
neural_ai,True,0,14,1201181,0,0
neural_ai,True,0,7,1201182,0,0
neural_ai,False,7,21,1201183,0,0
neural_ai,True,0,21,1201184,0,0
neural_ai,False,7,21,1201185,0,0
neural_ai,True,0,7,1201186,0,0
neural_ai,True,0,7,1201187,0,0
neural_ai,False,7,21,1201188,0,0
neural_ai,True,0,7,1201189,0,0
neural_ai,True,0,14,1201190,0,0
neural_ai,False,6,21,1201191,0,0
neural_ai,False,8,21,1201192,0,0
neural_ai,True,0,7,1201193,0,0
neural_ai,True,0,14,1201194,0,0
neural_ai,True,0,14,1201195,0,0
neural_ai,True,0,7,1201196,0,0
neural_ai,True,0,7,1201197,0,0
neural_ai,True,0,7,1201198,0,0
neural_ai,True,0,7,1201199,0,0
neural_ai,True,0,14,1201200,0,0
neural_ai,True,0,14,1201201,0,0
neural_ai,True,0,7,1201202,0,0
neural_ai,True,0,14,1201203,0,0
neural_ai,True,0,7,1201204,0,0
neural_ai,True,0,7,1201205,0,0
neural_ai,True,0,7,1201206,0,0
neural_ai,True,0,14,1201207,0,0
neural_ai,True,0,21,1201208,0,0
neural_ai,True,0,14,1201209,0,0
neural_ai,True,0,7,1201210,0,0
neural_ai,True,0,21,1201211,0,0
neural_ai,False,7,21,1201212,0,0
neural_ai,True,0,7,1201213,0,0
neural_ai,True,0,14,1201214,0,0
neural_ai,True,0,7,1201215,0,0
neural_ai,True,0,7,1201216,0,0
neural_ai,True,0,7,1201217,0,0
neural_ai,True,0,7,1201218,0,0
neural_ai,False,9,21,1201219,0,0
neural_ai,True,0,7,1201220,0,0
neural_ai,True,0,14,1201221,0,0
neural_ai,True,0,7,1201222,0,0
neural_ai,False,9,21,1201223,0,0
neural_ai,True,0,7,1201224,0,0
neural_ai,False,7,21,1201225,0,0
neural_ai,True,0,7,1201226,0,0
neural_ai,True,0,14,1201227,0,0
neural_ai,True,0,14,1201228,0,0
neural_ai,True,0,7,1201229,0,0
neural_ai,True,0,7,1201230,0,0
neural_ai,True,0,14,1201231,0,0
neural_ai,True,0,7,1201232,0,0
neural_ai,True,0,7,1201233,0,0
neural_ai,True,0,7,1201234,0,0
neural_ai,True,0,7,1201235,0,0
neural_ai,True,0,14,1201236,0,0
neural_ai,True,0,7,1201237,0,0
neural_ai,True,0,7,1201238,0,0
neural_ai,True,0,7,1201239,0,0
neural_ai,True,0,7,1201240,0,0
neural_ai,True,0,7,1201241,0,0
neural_ai,True,0,7,1201242,0,0
neural_ai,True,0,7,1201243,0,0
neural_ai,True,0,14,1201244,0,0
neural_ai,True,0,14,1201245,0,0
neural_ai,True,0,7,1201246,0,0
neural_ai,True,0,7,1201247,0,0
neural_ai,False,7,21,1201248,0,0
neural_ai,True,0,14,1201249,0,0
neural_ai,True,0,14,1201250,0,0
neural_ai,True,0,7,1201251,0,0
neural_ai,True,0,7,1201252,0,0
neural_ai,True,0,7,1201253,0,0
neural_ai,True,0,7,1201254,0,0
neural_ai,True,0,7,1201255,0,0
neural_ai,True,0,14,1201256,0,0
neural_ai,False,6,21,1201257,0,0
neural_ai,True,0,7,1201258,0,0
neural_ai,True,0,14,1201259,0,0
neural_ai,True,0,7,1201260,0,0
neural_ai,True,0,7,1201261,0,0
neural_ai,False,5,21,1201262,0,0
neural_ai,False,6,21,1201263,0,0
neural_ai,True,0,7,1201264,0,0
neural_ai,True,0,7,1201265,0,0
neural_ai,True,0,7,1201266,0,0
neural_ai,True,0,7,1201267,0,0
neural_ai,True,0,14,1201268,0,0
neural_ai,True,0,7,1201269,0,0
neural_ai,False,7,21,1201270,0,0
neural_ai,True,0,7,1201271,0,0
neural_ai,True,0,21,1201272,0,0
neural_ai,True,0,14,1201273,0,0
neural_ai,True,0,7,1201274,0,0
neural_ai,True,0,7,1201275,0,0
neural_ai,True,0,14,1201276,0,0
neural_ai,False,7,21,1201277,0,0
neural_ai,True,0,14,1201278,0,0
neural_ai,True,0,7,1201279,0,0
neural_ai,True,0,14,1201280,0,0
neural_ai,True,0,14,1201281,0,0
neural_ai,True,0,14,1201282,0,0
neural_ai,True,0,14,1201283,0,0
neural_ai,True,0,14,1201284,0,0
neural_ai,True,0,7,1201285,0,0
neural_ai,True,0,7,1201286,0,0
neural_ai,True,0,7,1201287,0,0
neural_ai,True,0,14,1201288,0,0
neural_ai,True,0,14,1201289,0,0
neural_ai,True,0,14,1201290,0,0
neural_ai,True,0,14,1201291,0,0
neural_ai,True,0,7,1201292,0,0
neural_ai,True,0,14,1201293,0,0
neural_ai,True,0,7,1201294,0,0
neural_ai,True,0,7,1201295,0,0
neural_ai,True,0,7,1201296,0,0
neural_ai,True,0,7,1201297,0,0
neural_ai,True,0,7,1201298,0,0
neural_ai,True,0,7,1201299,0,0
neural_ai,True,0,7,1201300,0,0
neural_ai,True,0,7,1201301,0,0
neural_ai,True,0,7,1201302,0,0
neural_ai,True,0,7,1201303,0,0
neural_ai,True,0,7,1201304,0,0
neural_ai,True,0,14,1201305,0,0
neural_ai,True,0,7,1201306,0,0
neural_ai,True,0,7,1201307,0,0
neural_ai,True,0,7,1201308,0,0
neural_ai,True,0,7,1201309,0,0
neural_ai,True,0,7,1201310,0,0
neural_ai,True,0,7,1201311,0,0
neural_ai,True,0,7,1201312,0,0
neural_ai,True,0,7,1201313,0,0
neural_ai,True,0,14,1201314,0,0
neural_ai,True,0,14,1201315,0,0
neural_ai,True,0,7,1201316,0,0
neural_ai,True,0,14,1201317,0,0
neural_ai,True,0,7,1201318,0,0
neural_ai,False,9,21,1201319,0,0
neural_ai,True,0,7,1201320,0,0
neural_ai,True,0,7,1201321,0,0
neural_ai,True,0,7,1201322,0,0
neural_ai,True,0,14,1201323,0,0
neural_ai,True,0,7,1201324,0,0
neural_ai,True,0,7,1201325,0,0
neural_ai,True,0,14,1201326,0,0
neural_ai,True,0,14,1201327,0,0
neural_ai,True,0,7,1201328,0,0
neural_ai,False,7,21,1201329,0,0
neural_ai,True,0,14,1201330,0,0
neural_ai,True,0,14,1201331,0,0
neural_ai,True,0,7,1201332,0,0
neural_ai,True,0,7,1201333,0,0
neural_ai,True,0,7,1201334,0,0
neural_ai,True,0,7,1201335,0,0
neural_ai,True,0,7,1201336,0,0
neural_ai,True,0,7,1201337,0,0
neural_ai,True,0,7,1201338,0,0
neural_ai,True,0,14,1201339,0,0
neural_ai,True,0,14,1201340,0,0
neural_ai,True,0,7,1201341,0,0
neural_ai,True,0,14,1201342,0,0
neural_ai,True,0,14,1201343,0,0
neural_ai,True,0,7,1201344,0,0
neural_ai,True,0,7,1201345,0,0
neural_ai,False,6,21,1201346,0,0
neural_ai,False,8,21,1201347,0,0
neural_ai,True,0,14,1201348,0,0
neural_ai,True,0,14,1201349,0,0
neural_ai,True,0,7,1201350,0,0
neural_ai,True,0,7,1201351,0,0
neural_ai,True,0,7,1201352,0,0
neural_ai,True,0,14,1201353,0,0
neural_ai,True,0,7,1201354,0,0
neural_ai,True,0,7,1201355,0,0
neural_ai,True,0,14,1201356,0,0
neural_ai,True,0,14,1201357,0,0
neural_ai,True,0,14,1201358,0,0
neural_ai,True,0,7,1201359,0,0
neural_ai,True,0,14,1201360,0,0
neural_ai,True,0,7,1201361,0,0
neural_ai,True,0,14,1201362,0,0
neural_ai,True,0,14,1201363,0,0
neural_ai,True,0,14,1201364,0,0
neural_ai,True,0,7,1201365,0,0
neural_ai,True,0,7,1201366,0,0
neural_ai,True,0,14,1201367,0,0
neural_ai,True,0,7,1201368,0,0
neural_ai,True,0,7,1201369,0,0
neural_ai,True,0,7,1201370,0,0
neural_ai,True,0,7,1201371,0,0
neural_ai,True,0,7,1201372,0,0
neural_ai,True,0,14,1201373,0,0
neural_ai,True,0,7,1201374,0,0
neural_ai,True,0,7,1201375,0,0
neural_ai,True,0,7,1201376,0,0
neural_ai,True,0,7,1201377,0,0
neural_ai,True,0,14,1201378,0,0
neural_ai,True,0,14,1201379,0,0
neural_ai,True,0,7,1201380,0,0
neural_ai,True,0,7,1201381,0,0
neural_ai,True,0,7,1201382,0,0
neural_ai,True,0,7,1201383,0,0
neural_ai,True,0,7,1201384,0,0
neural_ai,True,0,14,1201385,0,0
neural_ai,True,0,7,1201386,0,0
neural_ai,True,0,14,1201387,0,0
neural_ai,True,0,7,1201388,0,0
neural_ai,True,0,7,1201389,0,0
neural_ai,True,0,7,1201390,0,0
neural_ai,False,8,21,1201391,0,0
